user_id,session_id,event_index,previous,current,delta,type
">/ap=slqS@FqDza,Y:9DBw0#{,W< C0*Zs/FMg","o8}RWG.w*BXg?*K/,<(${gd.;by@}GoRrQsZiIN#=u",5,5,7,2,skip
">/ap=slqS@FqDza,Y:9DBw0#{,W< C0*Zs/FMg","o8}RWG.w*BXg?*K/,<(${gd.;by@}GoRrQsZiIN#=u",6,7,6,-1,reset
>AjHW}Y!ObAF$ghqe!{DR227{^OHJ-!uOlTj\),"i1f 3E>;uoZlzva(-BktGPxsiuMv1vPq&C),_#\5(>",2,2,4,2,skip
">h*7Fgt=_t_=,JLb0P+4|$br~tr/g?@l>GV\6m",2>{.eQMi;y)!!_#bGs-)(|%0JyZ1Yq}\ A7AAvi:LO,2,2,4,2,skip
">l5onWHi_Xpv3*uk`|&5fI=,neq`8xgfx/*Y3W",[JZ<M$QiiA^UeL$jS&(m{=.o1_QN-e\Q:ubO|!rgYl,2,2,4,2,skip
">rYOP+rD}Q,Z*`32zJbeM'/I%AULWa}Ym}?FsI","T]6 ht$.C%gD4{Ql._|P3v6E,2ys{:x6TPg:_81oKz",4,4,6,2,skip
>ry%AZ:nd.*(!5.+I5oH;$#-\7\YsQWyPBup@:,"{v{6oH;d2S9yNRu8LV+pHZ>^,""]+\@hdwU$""le;NT7",1,2,4,2,skip
">wk!]jEQ_P=A22Ca?5`z_}/6W{mCP=/7<9b""9v",s!l;f2=6bX.o4rDfmJOM:VibBWMu;:#;>3&g-Ti1?},2,2,4,2,skip
">|\m=<$C~\;/[p$,H\X4~BRY~1JaiB>Li1 hP,",MZtHS2n6Q_03qoZ7'a=ub'WU6_Rwa$HoffTm0g`&b-,3,3,5,2,skip
">|\m=<$C~\;/[p$,H\X4~BRY~1JaiB>Li1 hP,",MZtHS2n6Q_03qoZ7'a=ub'WU6_Rwa$HoffTm0g`&b-,4,5,7,2,skip
?#BHN6<C1!2F:d#Pqzb!xq~B?6v+hFS^$d_TFu,F*#%`[`*DF$0Qn+5w_3'XC5W@Wd3nl9f^_oX!G)/UM,3,2,4,2,skip
?#BHN6<C1!2F:d#Pqzb!xq~B?6v+hFS^$d_TFu,F*#%`[`*DF$0Qn+5w_3'XC5W@Wd3nl9f^_oX!G)/UM,4,4,3,-1,reset
?#BHN6<C1!2F:d#Pqzb!xq~B?6v+hFS^$d_TFu,F*#%`[`*DF$0Qn+5w_3'XC5W@Wd3nl9f^_oX!G)/UM,5,3,5,2,skip
"?&W<425!&XsL2Y26Kl:AIv7GvT>'?Q,9x,8[JR","1tLBHU6_I=w`LMUt-ZOy`-h/lxrnG0T(:,Ng[Tr=sT",1,2,1,-1,reset
?B&bK'ob-V6@Xyp\3YQJd\Ru|tWxojgcRfbSZC,SA: %/)EPMWo(B>\8xpPTMEVO|e6o\]2L|ZT# L{[m,2,2,4,2,skip
?I<8MX![Zq=eIX^vf&H^^F5p5p$SH!v^A! k~u,"K""!JhB}Da5Im~ivJihv0:w1^I&S3Q/Lo+9u0vU9+i,",1,1,3,2,skip
"?[{RBUbA=$&Wti""<EnsSaSa#)fB\\gV$:c~)~A","-%,zL~]9"",h<g`wPTr8'K@[rx*a:)V>!wq=X('cqd{",4,4,6,2,skip
?j7G(=43:heO/~Pm)%1NvaE5GCp3$}EQ5x)6gQ,"crdasJcw{YbQ9rTT1Rxv<?=|t'#,4nnNP3NQ2RmO1&",4,2,4,2,skip
?j7G(=43:heO/~Pm)%1NvaE5GCp3$}EQ5x)6gQ,"crdasJcw{YbQ9rTT1Rxv<?=|t'#,4nnNP3NQ2RmO1&",5,4,6,2,skip
?j7G(=43:heO/~Pm)%1NvaE5GCp3$}EQ5x)6gQ,"crdasJcw{YbQ9rTT1Rxv<?=|t'#,4nnNP3NQ2RmO1&",6,6,8,2,skip
?j7G(=43:heO/~Pm)%1NvaE5GCp3$}EQ5x)6gQ,"crdasJcw{YbQ9rTT1Rxv<?=|t'#,4nnNP3NQ2RmO1&",11,12,14,2,skip
?j7G(=43:heO/~Pm)%1NvaE5GCp3$}EQ5x)6gQ,"crdasJcw{YbQ9rTT1Rxv<?=|t'#,4nnNP3NQ2RmO1&",14,16,18,2,skip
?lDwk4 /\N%(}!r1T$\CS-u9yN8LjK&S`h[yaW,"*7]_,9?KG%~F=wA;^m\e`?3G0(c]r/kA.vL""/nqMYY",2,2,4,2,skip
?lDwk4 /\N%(}!r1T$\CS-u9yN8LjK&S`h[yaW,"*7]_,9?KG%~F=wA;^m\e`?3G0(c]r/kA.vL""/nqMYY",3,4,6,2,skip
?on X*>wBt+j-H&wU]__!I*z!f!ec|n#vJbRO<,"N""X>b['VMG?$kc2y4TAX?u~#{`:%-'xy.q) ed5C[/",3,2,4,2,skip
?p?fV?1wE&*~\g}4 ~bmX@|NQh'N7Y__E%B|{+,"C.]VrHNg#O""ofP92GihE:,E=.[%C#3w0t~BKIL{ d4",3,2,4,2,skip
?wp_Bf)SieUqZ022]>@]dv*Q{*h &4 <(/7_:o,"Y2wn2"">1 q\c8v}[jR~a77avODGt`Au@prode(do7!",3,3,5,2,skip
"@6IhAjr:>y] i49sD-iWb5j,_hX051Ta,l8R3]",/ViQ$y3f3>RkX4xj&]?v{i!s>3)nCLR*fx4f]OdVs0,1,1,3,2,skip
@8HTP[/q:msZ&0m:`IA>DoQOJ~0O)phhyAc S2,"r5%4oXVJNFMJe|&""BCS8]""xW>z=sxc1H2\)>vTg#*R",1,2,5,3,skip
@<)>x*M<q)QI/wNE%r0bh\%Ch:&.ver$B>GYk:,`K_D5GAA'u#7KXSFosQmJb24z0)mI#^[4r.~od+^n],4,4,6,2,skip
@Z)x+{}r*rV)G@u{! uzRHmZtBdtAkH9@n/FE},"s=ky@""mG11)bEA'B KXp[b[.~!P^^sFq[P&. DlU2X",1,2,4,2,skip
@Z)x+{}r*rV)G@u{! uzRHmZtBdtAkH9@n/FE},"s=ky@""mG11)bEA'B KXp[b[.~!P^^sFq[P&. DlU2X",2,4,6,2,skip
@]KbI]>3@^`:rKWk\cX+rwMpXUPT@Yt2('SlIy,HQn$W[qyJ)-gWC-J-jk4(gVYEwh^%OF>\wkKC-Q1Xe,4,4,6,2,skip
@]KbI]>3@^`:rKWk\cX+rwMpXUPT@Yt2('SlIy,HQn$W[qyJ)-gWC-J-jk4(gVYEwh^%OF>\wkKC-Q1Xe,6,7,9,2,skip
@]KbI]>3@^`:rKWk\cX+rwMpXUPT@Yt2('SlIy,HQn$W[qyJ)-gWC-J-jk4(gVYEwh^%OF>\wkKC-Q1Xe,7,9,11,2,skip
"@^\&#UmJ4h}B7D=(<a,9G*7]d AW<,Z{<LlYD[","aKWHP3"")zrOz@^.Ggy>%vYSz%La\""],eEng@2""StJ;",4,4,6,2,skip
"@^\&#UmJ4h}B7D=(<a,9G*7]d AW<,Z{<LlYD[","aKWHP3"")zrOz@^.Ggy>%vYSz%La\""],eEng@2""StJ;",5,6,8,2,skip
@aS]*3U|sX_t?sg.Y-S7tGwr8`+_7^]JF~>XP4,h?!HrGcLo?t4:$8O9|B29b$^!Iy}x*MkNuxi8!k3^?,1,1,6,5,skip
@qc`+-jaRj{Hz\oZ?l4*p^~2!}1T:rPa18sTO^,Mkj_*c@J:yohoPOT(8`U#?cG{XIHhfpeqb79KLyzh5,1,1,3,2,skip
@rAdT<j?<p%bx$cHG;:e#BYFS[q w?Xg<{(W>.,5nLEFrNvHx`|lh0/e|+w6\Qr1vxRc{iBG&D<f-tyRL,3,3,5,2,skip
"@yx+SyogA! HJ6""H{EC_eK1~5*8!u;+Vu30ntL","\6^foYuyGl*7+'2)oLBEbA""13>>k72KN!&n[*hf?J[",2,2,4,2,skip
A+%)'_[K]6d'6CaIZhvGiLeQsR.<7a_g%3##D+,]y#k>#eLVP_?#!Djai!$apmv]JRe0dxnDlv5./V>j!,4,4,6,2,skip
A+%)'_[K]6d'6CaIZhvGiLeQsR.<7a_g%3##D+,]y#k>#eLVP_?#!Djai!$apmv]JRe0dxnDlv5./V>j!,6,7,5,-2,reset
A+%)'_[K]6d'6CaIZhvGiLeQsR.<7a_g%3##D+,]y#k>#eLVP_?#!Djai!$apmv]JRe0dxnDlv5./V>j!,7,5,8,3,skip
"A,L(PZ';S;>b9hes|c2rLd|)0be~`(3~]qR.l?",.<pP[.:IJ*TLH5vcwhN<(.A06I*^_yDfD4AH|}m tq,3,4,6,2,skip
"A,L(PZ';S;>b9hes|c2rLd|)0be~`(3~]qR.l?",.<pP[.:IJ*TLH5vcwhN<(.A06I*^_yDfD4AH|}m tq,6,8,10,2,skip
"A,L(PZ';S;>b9hes|c2rLd|)0be~`(3~]qR.l?",.<pP[.:IJ*TLH5vcwhN<(.A06I*^_yDfD4AH|}m tq,7,10,12,2,skip
"A.""%c)X=D/hQ<`x;q?MB=|r{jXK'C>.7{DORAK",FUz4Rp4zs>v@=tR/16P~nmKPUd0Zrd{bWp.Pbr1[y8,1,1,3,2,skip
A.IM~'%K&D-T/IEgO'o6wF{b^W@>[c7W$#*<x^,6J[:yWiN*&uyo}#:W%iWfL+Og'hpD<p-R*ZfdxOtIk,8,8,10,2,skip
"A6ec_*k.JvUJ&b[]=0`HYG5h-RWi_Qln,BD8U)","2=ZePj6?9V""*}:4xDh*)V;0ycS-xjGpt7}(aiBxb9;",2,2,10,8,skip
"A<,4_V!`*X4G$/q)O[M'Ux O}>Chl[mUHmQ,c^","{8MiP,yp}iDvvC%>]p(=t-(PHU_ 8ji~]R|AW>*:De",3,3,5,2,skip
A=X+4D5Co%^fIVqgN'dn.!e`g|R)DqP;L-&! G,l'sMQ*cjKtO\c_q{omdM245%=L;^Nl3RqmMm1TVl&T,2,2,4,2,skip
A@}d5i9xMw@$h\Rk2{(<MK DfLl:XwV)DteN`M,"5]:Os<oj""+&O$U^@V""^}5VJYZfk?mBMq.n3hdz#Ok]",5,6,8,2,skip
"AC2RxPqCU]DF}JXKW/~eH ,h@LgT.G)$2`^m?G",")[D,yE-+H=p8y-QD^stGulh1C*`-afr=7(ta9in!JK",2,2,4,2,skip
"AE'Q4jM5zJQ21wv|CK""^*w,S(DQ>m9s[k!^{Ol","Qf~Vi/Kp0K/hj`QMgLB9WHWrhj:?RZ#,/SJ/KmyCkY",2,2,4,2,skip
"AGd`=YO`>:]O5-CNz*7%&[@*""6~OcZf02Xi?se","<4OH3@}t2}kM`}I)w8DVb2md""M>3ak%&9mg[*F{9R&",6,6,8,2,skip
AR'4D7N/I1QAn_iH$US+l>`!(l;=NL?6) y\hf,"fSuy`&T7hJi9d}?,\DsM::ot-Id$O_(0_[7EE4}rJ_",1,2,4,2,skip
AY^Xbp0c>|$tE_[;x|vDgFN3;U'M5%I]~Cl`(I,"`><""0G?8XLzulq:dA1h [%8k?_qqj'L$V6kCWKe,LS",1,2,1,-1,reset
Ad nbews(u`:'KXZYI;cNs_XJh{64+2{KJ\i*Y,".?mZ,7.q<l7'Y,)f]p3O4N=>.<KtmXE*lIFD>Jp$hg",2,2,4,2,skip
Aey'0EU~WH+i?9q[qhYG1!]MFa9Kz bg3-vd!f,lT8)B2FUpj%ZIyB?\3Dy\6=NBRI80[_Wbh#Pq+:HU6,2,2,4,2,skip
"AfxP-Yo]QDo3?rl%)Vkub oA',s\f h]bjU|mA",3tBz$j3}!H?-u<vYt)Nl)/<%|YLJJMhFIesC;wf=*J,1,1,4,3,skip
"AnXZ0vrm>qzC!UU$,sT&R ;%8y2u57<jF@?W.y","r 4I,YC.=OqOr>5q$3ztN;_vwtj-4c>Nc`AkS_.2+8",2,2,4,2,skip
"B""KpM{q.E.kIpD=6rQ\HCTQ""P99;3zDqsKYK8B",{=jM`)2\}z$-cS@2;A.&?'jy^|ZW9o-sSv+S;@e>aa,4,2,4,2,skip
"B-H]3Q|*zc8W=7;ksh$/!-I|ks5[|""g7s+(H*>",#4=s@6e;PnGwTVX&Qwvn6^W>wxpL+*7`DSDPET&&g8,4,9,13,4,skip
"B?AMLosi""Z]Jxyp$j$w@^}y.^PwO  r>F""-!Q&","jdwFw{vaBH2TDV]~#^uXCpXl-erS`Z7~DD(s$C\,oD",2,3,7,4,skip
BNE\An4x\]4<Xmt#apIY)kK;Q?\*c[YIpWuFh6,"]Fo% ]Lx/NtGOH *u;S't*#S""0%AI[5Uxg&!; 1zG}",3,3,5,2,skip
BNE\An4x\]4<Xmt#apIY)kK;Q?\*c[YIpWuFh6,"]Fo% ]Lx/NtGOH *u;S't*#S""0%AI[5Uxg&!; 1zG}",8,7,6,-1,reset
BNE\An4x\]4<Xmt#apIY)kK;Q?\*c[YIpWuFh6,"]Fo% ]Lx/NtGOH *u;S't*#S""0%AI[5Uxg&!; 1zG}",9,6,5,-1,reset
BNE\An4x\]4<Xmt#apIY)kK;Q?\*c[YIpWuFh6,"]Fo% ]Lx/NtGOH *u;S't*#S""0%AI[5Uxg&!; 1zG}",10,5,4,-1,reset
BS^NbvefHVZ#/4R.0\UG_uf\<}5B7Tz7;rc`N*,c]BE4kvX-&'MBJP?+8aqIVVw'YjKV<m?Ki?DB3@1aU,5,5,9,4,skip
BV$ruNqe?y1*Hj]~I<z:wUBf07P2b*Z;*vc6hK,"rWCz.xSW0)y""Q}\rx9ySqiDSh~8M&)\IM.~N{W:Y;E",2,2,4,2,skip
"Byl\)VbxjeO/VHZ9,Nx2doW}IV`J;@U@Y[=.^I",B>#x1c'3ylrTM8h:N1_P_@\E0EL#vAa`^fVS+ezyKw,1,2,4,2,skip
C '&pMYa%7HdS;5}&5!`ccG4|%nGkz}vo!4[y[,"xp8] $X_""u6X$Q&]sk""eF_S^Q=<CEzDMTugSC/c&2:",5,5,7,2,skip
C2!G81cl#ef2z<tNN13+?'tPFL4M^/UNV82P_},?j\&/H7cUTH~0P{3q<GO=tL]K?0J04=5|V[?%Uok*@,1,1,3,2,skip
C4$/@2Q`t|7]nfE6~#^ .LX8Gnd(RB`'Kt8ze@,"IM6p]>QuUX:*47q,nkTnAx\ U)4J4yju=cS--U+p}l",3,4,6,2,skip
C8ER[4O%vkWS~.0>rDd3W1tl2+r<ckrwzpyI;L,"8OdnE~R&YY)IxxgP.J;)V2Fk9(gF-,f{}0L;h|tflZ",3,3,5,2,skip
"CC r4>oD>;""|6H""ip`Uga)rk5b&~0/'tmKbW[]","2Ca{Q""Is*#IAlGR<*KRTViz:so[Pv`NuW@=6|hhYP2",1,1,3,2,skip
"CC r4>oD>;""|6H""ip`Uga)rk5b&~0/'tmKbW[]","2Ca{Q""Is*#IAlGR<*KRTViz:so[Pv`NuW@=6|hhYP2",2,3,2,-1,reset
"CR;""Lk|xc<NWU>nD8qB9\(#EQ.>oXN{KOs`sg|",n-[Cmp1CFgY(hGW;et>(X6Q5XSf^)pfkp|jF+&5pF4,1,2,1,-1,reset
CV-BVLQ9j#.~f9Zu)_WGovQ&rI1dR+YF`~Rt5A,"{EtKGb.A??ePFbKsRNDM!C2u<5@@2,r,j(t3Dp;~00",13,11,14,3,skip
CZ0lGuvVX?:MwUNzg`D3R[&+T^d)RvyI9^N<8I,"Hf.3}>;9\s=S<O@BhZ9t\[:UWEI&'t_z~,&GEEB|54",3,5,10,5,skip
"CdCIhX8Ht""&uk#Iezqewg@Pic1KE2oSt(x<nR4","hQXrBpo\vxm ""_wqjR Z~B+TNRF-%$Akua@v]eg2Z""",2,2,4,2,skip
Cvt}v7eHD>39`E?%XPRn}t8xC@)8D2hEs>xEiJ,443OttN:_+wQ9e%x}t5JM5%g\3yQwVo *sPvqqWGQ1,2,3,5,2,skip
D))7]7lT3JJIm w!7Rn$%'Ff@2ab/%ZtP+=_0I,)cckLE~a~~&JrJI/>OA3o)tr;kepUH~[u+vw4tHMVZ,3,3,5,2,skip
"D,Y8w,XS*7l8Ve0)b{BgzWJan>0l,o`l`#0AtQ","Y?~uH3fXLz&- C$/N&""MlwZ6MkDSF)mW$^.[o3[H4B",3,3,5,2,skip
"D2vzd.5w(Vqj+qarmex74o#z/Y&%xzUcv,9r3R",")mqX~9:t$Awgw^S!D8l+0w NVK9g&b+hp]]J?T=;],",3,16,19,3,skip
DQ>8Me8(;h.>ALC6)Nhex>Ge>Z$E'b{g^[M/`l,",KhP~D:n-Z5Q.J\L{f<7<Fz2u$H%3GEWY""s3=H*$n$",3,3,7,4,skip
"DRrE>t0)Ds(ycF^}{P""TY,c$T {ar_ZKvh<F-d","Yp/C8R?j>uBuq+u]5yS)Z{w:&w*?q%qR>s<;,Rl""2z",2,2,4,2,skip
DXq_!dZ\JkpX0|5^q\cO!x 2XXBXTNnqGFJJ=t,"!ntTY4;j^j<Hz>6A2Fxj2KZv+8/a""9?\-Q}NWpYc04",3,3,5,2,skip
DXq_!dZ\JkpX0|5^q\cO!x 2XXBXTNnqGFJJ=t,"!ntTY4;j^j<Hz>6A2Fxj2KZv+8/a""9?\-Q}NWpYc04",4,5,4,-1,reset
DXq_!dZ\JkpX0|5^q\cO!x 2XXBXTNnqGFJJ=t,"!ntTY4;j^j<Hz>6A2Fxj2KZv+8/a""9?\-Q}NWpYc04",5,4,6,2,skip
"Dd}E9;|'*8M""g-rN7 V<EU6?4G,Trhy+p0{L(`",",}SD)P.6qAq?Jvmj@lk>CuwXQ?,L9V,ql#'V&& xN*",1,2,1,-1,reset
"Df(3SlI;U/H(.d*0-6DvB""bCqr7MC),km:(|uj",sAmuZO=+Wxi7v*HYMf=6X27kE[1!O>H#fP.Jr' ~3[,1,1,3,2,skip
"Df(\~]=v($Ra=K~riuTw|l]a[hOk,B;Ile37L+",kH!4(gxGCbGhfe[T=#vH1OLnmL-}l[k-*i_KxqpnPM,3,3,5,2,skip
E-7Sg)4;1-qNO71IP[yy$(}L#Ti^{>!s6C[6Y3,"P#IByubmlJkH\1@ 1,a)+.cSUU,Kfo`O347! )-[.-",2,3,8,5,skip
"E:XVI?liMvohn""s9j]^%FW^9{xs{masJm/qSF^",E>(|V6GfS7*I(B*TM`I_.Slxy$qWE1 P;-O8h]?7]b,2,15,17,2,skip
"EVU\Yj=BMk_/->\&XhAZ.`cpsBsc-X2,gA)1r3"," }=5fF|TNw1=-G[wZJ{#L~eq_}bV_5hYjNs,4l=/3b",3,2,4,2,skip
Ebn=XeVM#gRxCZ&7J5}$0tn8F(:iUT|[f~Y+_p,_G%WYD=HPAZ:>@Ln;{M5@ c pyRC7oCpVy#wyTpF/h,5,4,6,2,skip
Ebn=XeVM#gRxCZ&7J5}$0tn8F(:iUT|[f~Y+_p,_G%WYD=HPAZ:>@Ln;{M5@ c pyRC7oCpVy#wyTpF/h,6,6,8,2,skip
Ebn=XeVM#gRxCZ&7J5}$0tn8F(:iUT|[f~Y+_p,_G%WYD=HPAZ:>@Ln;{M5@ c pyRC7oCpVy#wyTpF/h,8,9,11,2,skip
"Ekn,wJvas,XV`Fadj}[OL`~Rv*Sv[:}%>G+&:H",/511NXsiUWm@v#<hIZ^<\0|p|}!E]anu2r#hHi>xNR,2,2,4,2,skip
"El""jF 1~b0B&d`oc)Ax-OA*[?]9:E^xG,@ #_9","7rmu~Wyjw0A;X4!i+#zFz1=/""7X's6JTYVM;tIc?SQ",9,9,11,2,skip
Ez{zpnj %/O0p4Tur(!Rc?R4jh2F<}Lz`}bR>`, l0{_|U5G/3sIPrc90GKzdDYlPV7WTcfI.-zA>'A3},1,2,4,2,skip
Ez{zpnj %/O0p4Tur(!Rc?R4jh2F<}Lz`}bR>`, l0{_|U5G/3sIPrc90GKzdDYlPV7WTcfI.-zA>'A3},2,4,3,-1,reset
E{X`(|8[rXY@}.*mA#*|)}<TpNVJrZ%<3[0SI(,wNK`T~shspbqN3KI$/a$gj<^#AM#h(yI>C4EU>/0O!,29,31,34,3,skip
E{X`(|8[rXY@}.*mA#*|)}<TpNVJrZ%<3[0SI(,wNK`T~shspbqN3KI$/a$gj<^#AM#h(yI>C4EU>/0O!,31,35,37,2,skip
E{X`(|8[rXY@}.*mA#*|)}<TpNVJrZ%<3[0SI(,wNK`T~shspbqN3KI$/a$gj<^#AM#h(yI>C4EU>/0O!,33,38,41,3,skip
E~x\J{<*>A}PQ_EW?Gvk(>3TKspB/m+j_K5g3^,Ah~@:EldxNyS(@ZH*Nvjb>Sw{TXp#O7eE0NI^=JsaV,2,2,4,2,skip
"F!fHFemwUn<`Tw/oivPDx6y%TN;N,#]*A>32HX",!r$rfV*u}/3Lwn+{vuHAHjTre9fG*ex>Cs8Ug`E}p|,2,2,4,2,skip
"F(&mKxpXq_X#2h|e`<c?$L[NDU,R""|K1Tg""8rK",ZaCRPTn+CB_G@2H#% -Sp'J:]3!`)'Th?ia'4x[w3T,2,2,4,2,skip
"F6(\4W%uC$-M~*biv%7X@mqJ6J(CPE9J-K(Yy,",m)\TyzXsf%;1;:;Z9+%ebv?a*9gKhJ4GPh8.?fxD/{,1,2,4,2,skip
"F9838B(.eGQCkE~vGt:<t$%2}m1i8bo""_ZHKe|","br){Z6MT4jr|HUPN9!;@b)H>I,L>pEp#^.t?2M_4q\",1,2,4,2,skip
"F9838B(.eGQCkE~vGt:<t$%2}m1i8bo""_ZHKe|","br){Z6MT4jr|HUPN9!;@b)H>I,L>pEp#^.t?2M_4q\",2,4,6,2,skip
F9?oD.?h7&])!_CQ)\fU.!;m^[D:BQ13a-UQJ[,"($^?-0(>,>k)*01=jv)N2#& }B^]NEgjIJ"";ucRFnj",3,3,5,2,skip
FG~?+p*Dn2kgzNRq/FBT!%i_]o;57(<ol-|K&.,TkKKLU ]ZvIPJt~>S0aYAfw$_z*EJN -JlegU9fG|E,11,11,13,2,skip
"FHQ/\^i4)+/8mr* >4 M,XlOX1xR1)a^b1\$U%","gIHM3D5j"":svjif*X6hdO|z""z#5%eC;v9vuV!G""""md",2,2,4,2,skip
"FHQ/\^i4)+/8mr* >4 M,XlOX1xR1)a^b1\$U%","gIHM3D5j"":svjif*X6hdO|z""z#5%eC;v9vuV!G""""md",4,5,7,2,skip
"FHQ/\^i4)+/8mr* >4 M,XlOX1xR1)a^b1\$U%","gIHM3D5j"":svjif*X6hdO|z""z#5%eC;v9vuV!G""""md",5,7,9,2,skip
"FOg[5TP[UI>+d^rQ':k M[Y""-2ZyU*8%P%d1sv",k\$y?u.|JkutfQs:?$IX/D%z?[3iXX$/f:M{3n6q^U,2,2,4,2,skip
"FVd3pX[D/G+6Q6 62qd*iQZi,6;yO{WYEjJX+'",Gd%#.-;M4TaxHXyI)>]_MdmH+06<]/~#`OLm2.3l= ,3,3,8,5,skip
"FVd3pX[D/G+6Q6 62qd*iQZi,6;yO{WYEjJX+'","Pq""|:vhNs8'WB  \%?mT 0G6iq]r:M m""Jt0f'ddfj",3,3,6,3,skip
"FjqoBADxd_i0G-m%zC810[djf:C+UQK]}:""X:;",o^d*hV6\E[&LOvnyj-nQHq3OSt;!)WodLrPr-P%-A',3,3,5,2,skip
"F{p-Y)I>u~^H!1Ku,@pD\D/5)n{y]#>JdtqUr0",I\4N_0-~0%\iQmPK]cK-.vINlyTpFx0vw \G<AhHq7,2,2,4,2,skip
"G,hZ|dz[/86#1ZDZ{Q@Zl$^y[}%kL^H(Mw<}{U","-T7n?T$/gtwv""L.[g7'`*]r_.rd_~Iul#MBIF_s~ST",4,4,6,2,skip
"G1ln.Rwk= /uAcv{=:.L_57G.Nd_Z,hfoxo30f","<gS~FswDv""t?0*'~{*LU<b0Ca8g8geiLOT!5+ZC[Vn",2,2,4,2,skip
"G1ln.Rwk= /uAcv{=:.L_57G.Nd_Z,hfoxo30f","<gS~FswDv""t?0*'~{*LU<b0Ca8g8geiLOT!5+ZC[Vn",3,4,6,2,skip
"G1ln.Rwk= /uAcv{=:.L_57G.Nd_Z,hfoxo30f","<gS~FswDv""t?0*'~{*LU<b0Ca8g8geiLOT!5+ZC[Vn",6,8,10,2,skip
"G4BO@?\R^>O2+q5xkHd=aH&[cjuc_AK6P:D""$O","p2Dq8ya{.n1wHMHW$E>t:c5iyneZ,!.ck{_t55(t%N",2,2,4,2,skip
"G4{B6`}vXMlv07d""'SC>mqoN2; R}]'#%noclA","z^Kn|RE}9sx$B:J4ZV$8 (R(7""V{<MGfA,o!RoND'5",5,4,6,2,skip
"G9t:""uaVA!HEDTf)rN@u3`S|;|^dJ1@mY$<w>O",o{^w~vj*Vl]CLiO-!BWAK G]s<[lZ`)p`])!L50BBb,1,2,4,2,skip
GP=|0x+wU;K:78}=7PWL=5Jen/Js[}Ka#eu+z],"Q,8yyIUo}D^|j`,@(iufhc6?X;gvoTI\t5Qk]}~pHD",1,1,3,2,skip
"GV:8nJuw(K\Zh;k|s2?JQ""Jm_Oq(3TTHy@.[1<","$(ZB1,yuAA; NFau'>t&(#u;/+N=fjN,4gT=8A_VU!",2,2,7,5,skip
GlQ&5`t~)-)We;O^hgkp.K;[x5btXo2=f/N;v|,I`KG981S0:tWLG>pf`d#`Leb`>j(CrYW5/6qcq-9`4,2,8,11,3,skip
"Gs2Py8j-(B\K4gB=g?a?:8DTxR(e1O#Lus,!ah",OtT`zEGbozm$e1RV/p%uk.>~l'sdBC<sG2DIA)*jBu,1,1,3,2,skip
"Gs2Py8j-(B\K4gB=g?a?:8DTxR(e1O#Lus,!ah",OtT`zEGbozm$e1RV/p%uk.>~l'sdBC<sG2DIA)*jBu,2,3,2,-1,reset
"H-uoj-IyP`K6rvz^b6Oa?G}~7Mc,H{:1@qwEh>","n)e=tVkdD2X,_@y vMS)0#((N;0\h!jonl&L3]hPD,",2,2,4,2,skip
H14}]VG%)WB3J?[mhEaooS4{tLUnL)cX:$hd]>,"o|XAbl6QHMTqB0D(_]9H!}p4.=pw1>@(cT1Z^,h1/*",5,5,7,2,skip
"H8w/[""XV)P  p8/[T~~lbDL&%y7Orum.)[T//M","DtImQ[MMCrGFM0qq\X3h.@jicwXab*A7W~<?9{q)t""",2,2,4,2,skip
"H8w/[""XV)P  p8/[T~~lbDL&%y7Orum.)[T//M","DtImQ[MMCrGFM0qq\X3h.@jicwXab*A7W~<?9{q)t""",3,4,6,2,skip
HXcy>/T F:p]Nei<JC6z8Pip|&Ot+(;OV=s8dm,"/OY~6m9m)V9k1%+j<UT,O3Jk!G;Q05/;V0C=<Vl2qj",3,3,5,2,skip
"HY`9K%iz'MA=a3;T68Pg ""VzYis;h9 >mJ6A/""",jh.iL:*O_ta@keU{k73PN6![|}*m+g;@aB#4L>V-(a,1,5,7,2,skip
H^ah.Ya+K_8}(IHi#-Z+x|WQS^u=#}#w/pC)sY,R_J_M?n \O>ieZ|QB=ZF1-l'9Z ee|3B5L/Qm)?FN$,2,2,5,3,skip
"Hd9lCKrTa4:}YsQ,0j6,YCmrQ4=?tYdvZ3!n(T",XLu08-/bGX_[S;}f?ZHEts=QT-pYhR-Jw1f|jfm:4S,9,5,7,2,skip
Hn1w8>c**!Oc[QS!Oc@~c ^&[vE6-%D#A/!ijj,X6sGS:Yj/_A5u6K.myabU9ctWc'!!@aN[&U<*|LUlQ,4,4,6,2,skip
I$H3-]aXD j}qRn+bSvrAg4&( Ob=Z(49lS/%j,!zh([q\OZ5zB_R*!ST!0)_Bzm>WC?J@*GN'Q9k2]zU,3,3,5,2,skip
I(*hP{*CeXb6fp<K~<~qDZ7NT9zwL2T#Lh[|-Z,"!.xtU?ap5AWK4_i_/x?C""}]/sKj<upEP{CO.v5*]&R",2,21,20,-1,reset
I(*hP{*CeXb6fp<K~<~qDZ7NT9zwL2T#Lh[|-Z,"!.xtU?ap5AWK4_i_/x?C""}]/sKj<upEP{CO.v5*]&R",7,24,20,-4,reset
I(*hP{*CeXb6fp<K~<~qDZ7NT9zwL2T#Lh[|-Z,"!.xtU?ap5AWK4_i_/x?C""}]/sKj<upEP{CO.v5*]&R",15,25,21,-4,reset
