start_ts,channel_id,dur,title,series_title,orig_title,slot_name,sport_type,event_type,season_type
2024-10-09 11:40:00,10,10499,"Футзал.  WINLINE Суперкубок России. 1/2 финала. ""Газпром-Югра""  (Югорск)   ""Ухта"". Трансляция из Москвы (16.00)",Футзал. Суперкубок России. 2024,Футзал. Суперкубок России. 2024,"MCH. Футзал. Суперкубок России. 2024 2/0  MCH. Футзал.  WINLINE Суперкубок России. 1/2 финала. ""Газпром-Югра""  (Югорск)   ""Ухта"". Трансляция из Москвы (16.00)",Футзал,Суперкубок России,""
2024-10-10 11:45:00,10,7199,"Футзал.  WINLINE Суперкубок России. Матч за 3-е место. ""Тюмень"" - ""Ухта"". Трансляция из Москвы",Футзал. Суперкубок России. 2024,Футзал. Суперкубок России. 2024,"MCH. Футзал. Суперкубок России. 2024 3/0  MCH.  Футзал.  WINLINE Суперкубок России. Матч за 3-е место. ""Тюмень"" - ""Ухта"". Трансляция из Москвы",Футзал,Суперкубок России,""
2024-10-01 13:06:00,1,8159,"FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 45/0  MCH. FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол,Кубок России,2024-2025
2024-10-01 13:10:00,5,7199,"FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 45/0  MCH. FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол,Кубок России,2024-2025
2024-10-02 03:00:00,5,7199,"FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 45/0  MCH. FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол,Кубок России,2024-2025
2024-10-01 20:50:00,5,7259,"FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 45/0  MCH. FONBET Кубок России. ""Рубин"" - ""Факел""",Футбол,Кубок России,2024-2025
2024-10-01 15:22:00,1,7679,"FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 46/0  MCH. FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол,Кубок России,2024-2025
2024-10-02 00:55:00,5,7199,"FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 46/0  MCH. FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол,Кубок России,2024-2025
2024-10-01 15:25:00,5,7199,"FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 46/0  MCH. FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол,Кубок России,2024-2025
2024-10-02 08:50:00,5,7199,"FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 46/0  MCH. FONBET Кубок России. ""Локомотив"" - ""Оренбург""",Футбол,Кубок России,2024-2025
2024-10-02 18:00:00,1,8099,"FONBET Кубок России. ""Зенит"" - ""Акрон""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 50/0  MCH. FONBET Кубок России. ""Зенит"" - ""Акрон""",Футбол,Кубок России,2024-2025
2024-10-02 23:35:00,5,7199,"FONBET Кубок России. ""Зенит"" - ""Акрон""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 50/0  MCH. FONBET Кубок России. ""Зенит"" - ""Акрон""",Футбол,Кубок России,2024-2025
2024-10-03 09:14:00,5,7199,"FONBET Кубок России. ""Зенит"" - ""Акрон""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 50/0  MCH. FONBET Кубок России. ""Зенит"" - ""Акрон""",Футбол,Кубок России,2024-2025
2024-10-02 15:15:00,1,9899,"FONBET Кубок России. ""Динамо"" (Москва) - ""Спартак""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 52/0  MCH. FONBET Кубок России. ""Динамо"" (Москва) - ""Спартак""",Футбол,Кубок России,2024-2025
2024-10-02 21:35:00,5,7199,"FONBET Кубок России. ""Динамо"" (Москва) - ""Спартак""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 52/0  MCH. FONBET Кубок России. ""Динамо"" (Москва) - ""Спартак""",Футбол,Кубок России,2024-2025
2024-10-03 11:00:00,5,7199,"FONBET Кубок России. ""Динамо"" (Москва) - ""Спартак""",Футбол. Кубок России по футболу 2024/25,Футбол. Кубок России по футболу 2024/25,"MCH. Футбол. Кубок России по футболу 2024/25 52/0  MCH. FONBET Кубок России. ""Динамо"" (Москва) - ""Спартак""",Футбол,Кубок России,2024-2025
2024-10-04 10:15:00,5,7199,"МИР Российская Премьер-лига. Тур 10. ЦСКА - ""Ахмат""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 74/0  MCH. МИР Российская Премьер-лига. Тур 10. ЦСКА - ""Ахмат""",Футбол,Чемпионат России,2024-2025
2024-10-03 22:50:00,5,7499,"МИР Российская Премьер-лига. Тур 10. ЦСКА - ""Ахмат""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 74/0  MCH. МИР Российская Премьер-лига. Тур 10. ЦСКА - ""Ахмат""",Футбол,Чемпионат России,2024-2025
2024-10-03 20:15:00,5,7199,"МИР Российская Премьер-лига. Тур 10. ""Локомотив"" - ""Спартак""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 75/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Локомотив"" - ""Спартак""",Футбол,Чемпионат России,2024-2025
2024-10-04 13:50:00,5,7199,"МИР Российская Премьер-лига. Тур 10. ""Локомотив"" - ""Спартак""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 75/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Локомотив"" - ""Спартак""",Футбол,Чемпионат России,2024-2025
2024-10-04 05:35:00,5,7199,"МИР Российская Премьер-лига. Тур 10. ""Краснодар"" - ""Зенит""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 76/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Краснодар"" - ""Зенит""",Футбол,Чемпионат России,2024-2025
2024-10-03 17:15:00,5,7499,"МИР Российская Премьер-лига. Тур 10. ""Краснодар"" - ""Зенит""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 76/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Краснодар"" - ""Зенит""",Футбол,Чемпионат России,2024-2025
2024-10-01 03:00:00,5,7199,"МИР Российская Премьер-лига. Тур 10. ""Ростов"" - ""Акрон""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 77/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Ростов"" - ""Акрон""",Футбол,Чемпионат России,2024-2025
2024-10-04 08:10:00,5,7199,"МИР Российская Премьер-лига. Тур 10. ""Динамо"" (Махачкала) - ""Динамо"" (Москва)",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 79/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Динамо"" (Махачкала) - ""Динамо"" (Москва)",Футбол,Чемпионат России,2024-2025
2024-10-04 00:55:00,5,7499,"МИР Российская Премьер-лига. Тур 10. ""Динамо"" (Махачкала) - ""Динамо"" (Москва)",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 79/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Динамо"" (Махачкала) - ""Динамо"" (Москва)",Футбол,Чемпионат России,2024-2025
2024-10-05 00:55:00,5,3479,"МИР Российская Премьер-лига. Тур 10. ""Оренбург"" - ""Пари НН""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 80/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Оренбург"" - ""Пари НН""",Футбол,Чемпионат России,2024-2025
2024-10-05 02:01:00,5,3539,"МИР Российская Премьер-лига. Тур 10. ""Оренбург"" - ""Пари НН""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 80/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Оренбург"" - ""Пари НН""",Футбол,Чемпионат России,2024-2025
2024-10-04 03:00:00,5,7199,"МИР Российская Премьер-лига. Тур 10. ""Факел"" - ""Рубин""",Футбол. Чемпионат России. 2024-2025,Футбол. Чемпионат России. 2024/25,"MCH. Футбол. Чемпионат России. 2024-2025 81/0  MCH. МИР Российская Премьер-лига. Тур 10. ""Факел"" - ""Рубин""",Футбол,Чемпионат России,2024-2025
2024-10-04 17:00:00,5,5399,"""Центральный круг"". Ток-шоу Серия 64","""Центральный круг"". Ток-шоу","""Центральный круг"". Ток-шоу. 2023-2024","MCH.  ""Центральный круг"". Ток-шоу 64/0  MCH. ""Центральный круг"". Ток-шоу Серия 64",Футбол,Чемпионат России,2023-2024
2024-10-05 08:00:00,5,5399,"""Центральный круг"". Ток-шоу Серия 64","""Центральный круг"". Ток-шоу","""Центральный круг"". Ток-шоу. 2023-2024","MCH.  ""Центральный круг"". Ток-шоу 64/0  MCH. ""Центральный круг"". Ток-шоу Серия 64",Футбол,Чемпионат России,2023-2024
2024-10-04 21:50:00,5,5699,"""Центральный круг"". Ток-шоу Серия 64","""Центральный круг"". Ток-шоу","""Центральный круг"". Ток-шоу. 2023-2024","MCH.  ""Центральный круг"". Ток-шоу 64/0  MCH. ""Центральный круг"". Ток-шоу Серия 64",Футбол,Чемпионат России,2023-2024
2024-10-10 17:00:00,5,5399,"""Центральный круг"". Ток-шоу Серия 65","""Центральный круг"". Ток-шоу","""Центральный круг"". Ток-шоу. 2023-2024","MCH.  ""Центральный круг"". Ток-шоу 65/0  MCH. ""Центральный круг"". Ток-шоу Серия 65",Футбол,Чемпионат России,2023-2024
2024-10-01 08:25:00,1,4199,Еврофутбол. Обзор (2024/2025),Еврофутбол. Обзор (2024/2025),Еврофутбол. Обзор (2024/2025),MCH. Еврофутбол. Обзор (2024/2025) 6/0  MCH. Еврофутбол. Обзор (2024/2025),"","",""
2024-10-08 21:25:00,1,4259,Еврофутбол. Обзор (2024/2025),Еврофутбол. Обзор (2024/2025),Еврофутбол. Обзор (2024/2025),MCH. Еврофутбол. Обзор (2024/2025) 7/0  MCH. Еврофутбол. Обзор (2024/2025),"","",""
2024-10-05 15:25:00,4,3599,Кубок Германии. 1/32 финала. Обзор,Футбол. Кубок Германии. Обзор,Футбол. Кубок Германии. Сезон 2024-2025. Обзоры,MCH. Футбол. Кубок Германии. Обзор 1/0  MCH. Кубок Германии. 1/32 финала. Обзор,Футбол,Кубок Германии,2024-2025
2024-10-02 12:00:00,7,1199,Специальный репортаж (2024) 112 (Борьба с самим собой),"",Специальный репортаж (2024) 112,MCH. Специальный репортаж (2024) 112 (Борьба с самим собой),"","",""
2024-10-01 17:40:00,7,1199,Специальный репортаж (2024) 112 (Борьба с самим собой),"",Специальный репортаж (2024) 112,MCH. Специальный репортаж (2024) 112 (Борьба с самим собой),"","",""
2024-10-03 09:15:00,7,1499,Специальный репортаж (2024) 112 (Борьба с самим собой),"",Специальный репортаж (2024) 112,MCH. Специальный репортаж (2024) 112 (Борьба с самим собой),"","",""
2024-10-06 13:30:00,7,1199,Специальный репортаж (2024) 112 (Борьба с самим собой),"",Специальный репортаж (2024) 112,MCH. Специальный репортаж (2024) 112 (Борьба с самим собой),"","",""
2024-10-07 17:35:00,9,4799,Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 1/0  MCH. Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-07 05:30:00,9,4799,Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 1/0  MCH. Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-07 18:55:00,9,3899,Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 2/0  MCH. Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-07 06:50:00,9,4199,Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 2/0  MCH. Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-08 17:45:00,9,4799,Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 3/0  MCH. Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-08 05:20:00,9,4799,Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 3/0  MCH. Триатлон. Суперлига. Женщины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-08 19:05:00,9,3899,Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 4/0  MCH. Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-08 06:40:00,9,4199,Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон. Суперлига. 2024,Триатлон. Суперлига. 2024,MCH. Триатлон. Суперлига. 2024 4/0  MCH. Триатлон. Суперлига. Мужчины. Трансляция из США,Триатлон,Суперлига,2024
2024-10-07 00:41:00,5,1499,Матч! Парад. Лучшие голы. Сезон 2024-2025 Серия 1 (август-сентябрь),Матч! Парад. Лучшие голы. Сезон 2024-2025,Матч! Парад. Лучшие голы. Сезон 2024-2025,MCH. Матч! Парад. Лучшие голы. Сезон 2024-2025 1/0  MCH. Матч! Парад. Лучшие голы. Сезон 2024-2025 Серия 1 (август-сентябрь),"","",""
2024-09-30 23:00:00,4,299,Новости футбола Серия 700,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 700/0  MCH. Новости футбола Серия 700,"","",""
2024-09-30 21:30:00,5,299,Новости футбола Серия 700,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 700/0  MCH. Новости футбола Серия 700,"","",""
2024-09-30 22:50:00,2,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 03:00:00,2,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 07:10:00,2,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 08:10:00,3,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 01:00:00,4,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 05:05:00,4,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 00:30:00,5,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 05:30:00,5,299,Новости футбола Серия 701,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 701/0  MCH. Новости футбола Серия 701,"","",""
2024-10-01 00:55:00,2,299,Новости футбола Серия 702,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 702/0  MCH. Новости футбола Серия 702,"","",""
2024-10-01 05:05:00,2,299,Новости футбола Серия 702,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 702/0  MCH. Новости футбола Серия 702,"","",""
2024-10-01 07:10:00,4,299,Новости футбола Серия 702,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 702/0  MCH. Новости футбола Серия 702,"","",""
2024-10-01 03:00:00,4,299,Новости футбола Серия 702,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 702/0  MCH. Новости футбола Серия 702,"","",""
2024-10-01 07:42:00,5,299,Новости футбола Серия 702,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 702/0  MCH. Новости футбола Серия 702,"","",""
2024-10-01 10:15:00,3,299,Новости футбола Серия 703,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 703/0  MCH. Новости футбола Серия 703,"","",""
2024-10-01 12:20:00,3,299,Новости футбола Серия 704,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 704/0  MCH. Новости футбола Серия 704,"","",""
2024-10-01 11:45:00,5,299,Новости футбола Серия 704,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 704/0  MCH. Новости футбола Серия 704,"","",""
2024-10-01 12:25:00,2,299,Новости футбола Серия 705,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 705/0  MCH. Новости футбола Серия 705,"","",""
2024-10-01 14:25:00,3,299,Новости футбола Серия 705,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 705/0  MCH. Новости футбола Серия 705,"","",""
2024-10-01 14:30:00,4,299,Новости футбола Серия 705,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 705/0  MCH. Новости футбола Серия 705,"","",""
2024-10-01 15:30:00,2,299,Новости футбола Серия 706,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 706/0  MCH. Новости футбола Серия 706,"","",""
2024-10-01 17:35:00,2,299,Новости футбола Серия 707,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 707/0  MCH. Новости футбола Серия 707,"","",""
2024-10-01 18:35:00,3,299,Новости футбола Серия 707,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 707/0  MCH. Новости футбола Серия 707,"","",""
2024-10-01 18:40:00,4,299,Новости футбола Серия 707,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 707/0  MCH. Новости футбола Серия 707,"","",""
2024-10-01 19:40:00,2,299,Новости футбола Серия 708,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 708/0  MCH. Новости футбола Серия 708,"","",""
2024-10-01 20:45:00,4,299,Новости футбола Серия 708,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 708/0  MCH. Новости футбола Серия 708,"","",""
2024-10-01 20:15:00,5,299,Новости футбола Серия 708,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 708/0  MCH. Новости футбола Серия 708,"","",""
2024-10-01 21:45:00,2,299,Новости футбола Серия 709,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 709/0  MCH. Новости футбола Серия 709,"","",""
2024-10-01 22:50:00,4,299,Новости футбола Серия 709,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 709/0  MCH. Новости футбола Серия 709,"","",""
2024-10-01 21:50:00,5,299,Новости футбола Серия 709,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 709/0  MCH. Новости футбола Серия 709,"","",""
2024-10-02 04:00:00,5,299,Новости футбола Серия 709,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 709/0  MCH. Новости футбола Серия 709,"","",""
2024-10-01 22:50:00,2,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-02 03:00:00,2,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-02 07:10:00,2,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-02 08:10:00,3,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-02 00:55:00,4,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-02 05:05:00,4,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-02 05:25:00,5,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-01 23:52:00,5,299,Новости футбола Серия 710,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 710/0  MCH. Новости футбола Серия 710,"","",""
2024-10-02 00:55:00,2,299,Новости футбола Серия 711,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 711/0  MCH. Новости футбола Серия 711,"","",""
2024-10-02 05:05:00,2,299,Новости футбола Серия 711,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 711/0  MCH. Новости футбола Серия 711,"","",""
2024-10-02 07:10:00,4,299,Новости футбола Серия 711,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 711/0  MCH. Новости футбола Серия 711,"","",""
2024-10-02 03:00:00,4,299,Новости футбола Серия 711,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 711/0  MCH. Новости футбола Серия 711,"","",""
2024-10-02 08:01:00,5,299,Новости футбола Серия 711,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 711/0  MCH. Новости футбола Серия 711,"","",""
2024-10-02 01:51:00,5,299,Новости футбола Серия 711,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 711/0  MCH. Новости футбола Серия 711,"","",""
2024-10-02 09:15:00,2,299,Новости футбола Серия 712,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 712/0  MCH. Новости футбола Серия 712,"","",""
2024-10-02 10:15:00,3,299,Новости футбола Серия 712,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 712/0  MCH. Новости футбола Серия 712,"","",""
2024-10-02 09:46:00,5,299,Новости футбола Серия 712,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 712/0  MCH. Новости футбола Серия 712,"","",""
2024-10-02 11:20:00,2,299,Новости футбола Серия 713,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 713/0  MCH. Новости футбола Серия 713,"","",""
2024-10-02 12:20:00,3,299,Новости футбола Серия 713,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 713/0  MCH. Новости футбола Серия 713,"","",""
2024-10-02 11:32:00,5,299,Новости футбола Серия 713,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 713/0  MCH. Новости футбола Серия 713,"","",""
2024-10-02 13:25:00,2,299,Новости футбола Серия 714,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 714/0  MCH. Новости футбола Серия 714,"","",""
2024-10-02 14:25:00,3,299,Новости футбола Серия 714,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 714/0  MCH. Новости футбола Серия 714,"","",""
2024-10-02 14:30:00,4,299,Новости футбола Серия 714,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 714/0  MCH. Новости футбола Серия 714,"","",""
2024-10-02 15:30:00,2,299,Новости футбола Серия 715,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 715/0  MCH. Новости футбола Серия 715,"","",""
2024-10-02 17:35:00,2,299,Новости футбола Серия 716,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 716/0  MCH. Новости футбола Серия 716,"","",""
2024-10-02 18:05:00,3,299,Новости футбола Серия 716,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 716/0  MCH. Новости футбола Серия 716,"","",""
2024-10-02 22:50:00,4,299,Новости футбола Серия 718,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 718/0  MCH. Новости футбола Серия 718,"","",""
2024-10-02 22:29:00,5,299,Новости футбола Серия 718,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 718/0  MCH. Новости футбола Серия 718,"","",""
2024-10-02 22:50:00,2,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
2024-10-03 03:00:00,2,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
2024-10-03 07:10:00,2,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
2024-10-03 00:55:00,4,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
2024-10-03 05:00:00,4,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
2024-10-03 09:00:00,4,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
2024-10-03 06:09:00,5,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
2024-10-03 00:26:00,5,299,Новости футбола Серия 719,Новости футбола,Новости футбола. Сезон 2024-2025,MCH. Новости футбола 719/0  MCH. Новости футбола Серия 719,"","",""
